"Text","Sentiment"
"Pemerintah Indonesia memang membuat kesalahan karna tidak tanggap dalam kasus covid-19, dan yang saya tau hanya gubernur jakarta pak anies baswedan yang sudah mengawasi virus ini dari januari, tapi pemerintah geram dan bilang pak anies ini hanya menakutnakuti","Negative"
"Pemerintah indonesia lupa kalau covid-19 ini ada yang modelnya terpapar tapi tanpa gejala atau istilahnya carrier, orang-orang ini yang sana sini jalan ngak sadar nyebarin penyakit, mereka juga ngak salah karena mereka ngak menjalani test, sehingga mereka ngak jaga diri.","Negative"
"Pemerintah Indonesia konyol sekali. Gimana sih caranya spy pak @jokowi dan aparatnya peduli sm masyarakat? Emangnya gampang klo semua disuruh isolasi sendiri pas positif covid 19. Rumah sepetak isi 7 orang, ngumpet dimana? Kok malah denouncing dengan bikin acara dan bekal jamu","Negative"
"Pemerintah Indonesia gk karuan ya. Seharusnya masalah COVID-19 ini tuh udh dpt pandangan lo, secara Indonesia tuh bkn tempat kedua atau ketiga yg terkena virus. Ini malah penanganan dan pencegahan virus gajelas harus gmn, kebijakan aja masih mikir untung rugi.","Negative"
"Pemerintah Indonesia enggan memperlakukan lockdown karna takut dampak ekonomi ke pengusaha yg mayoritas cina. Nasib Indonesia terlalu bergantung dgn keberadaan mereka. #IndonesianeedLeaderhttps://twitter.com/YongL4dy/status/1239322494261014530Â â€¦","Negative"
"Pemerintah Indonesia Diminta 'Terbuka dan Tegas' Dalam Tangani Virus Corona
Anjloknya rupiah dan IHSG sebagian diakibatkan karena ketidakpercayaan pihak luar bahwa kita serius menangani covid 19 ini.Â 
 https://www.tempo.co/abc/5446/pemerintah-indonesia-diminta-terbuka-dan-tegas-dalam-tangani-virus-corona#.XoQHP3CEG8U.twitterÂ â€¦
#pakSBYselamatkanIndonesia","Negative"
"Pemerintah Indonesia di fase awal Pandemi Covid-19 #COVID2019pic.twitter.com/F4pMYkPoTT","Negative"
"Pemerintah Indonesia benerÂ² questionable banget bisa atau enggaknya ngurus negara. Kalo kagak bisa ngurus negara ya turun aja, overhaul semua sistem negara ini, ini negara udah busuk sampe ke akarÂ²nya, pemerintahan pusat gak becus buat nangkal covid-19 yang udah nyebar ke indo...","Negative"
"Pemerintah Indonesia awalnya meremehkan covid19.  Feb 2020, Menkes Terawan menolak saran perhitungan dari Universitas Harvard yg mempertanyakan klaim ""tidak ada kasus COVID-19 di Indonesia"" dan  justru menegaskan pentingnya ""berdoa"" demi mencegah virus. https://kumparan.com/kumparansains/informasi-virus-corona-di-indonesia-tidak-transparan-data-pusat-dan-daerah-beda-1tDPX9BZzkFÂ â€¦","Negative"
"Pemerintah Indonesia (cq Kemenkes) memang amat-sangat tergagap! menghadapi Covid-19. Namun itu bukan alasan untuk menghadirkan narasi-narasi yang keliru.
Salam  

Sumber: https://twitter.com/KKMPutrajaya/status/1246002063479209984?s=19Â â€¦
https://covid19.kemkes.go.id/situasi-infeksi-emerging/info-corona-virus/situasi-terkini-perkembangan-coronavirus-disease-covid-19-4-april-2020/#.XotL3CDmiDYÂ â€¦","Negative"
"Pemerintah hrs tegas dan kerahkan slrh sumber daya agar penularan Covid-19 dpt diminimalisir. Klo gk tegas, ditmbh dngn sifat rkyt yg tdk bs disiplin, maka Indonesia bs jadi negara dngn positif Covid terbnyk. Ditmbh dngn minimnya sarana dan prasarana medis, maka korban akan bnyk.","Negative"
"Pemerintah harus Tegas! @jokowi @wapres_ri kebijakan jangan menjadi bulan-bulanan pemangku kepentingan, yg mnkn memiliki kepentingan @kemenkomarves @bkpm bangsa berpacu dg waktu, gagal berarti Covid-19 terus memakan korban @DPR_RI @mprgoid @BNPB_Indonesia na'uzubillahi minzalik","Negative"
"Pemerintah harus mengambil tindakan tegas guna menyelamatkan nyawa warga negaranya.

Jumlah orang yang positif terinfeksi virus corona (COVID-19) diÂ Indonesia terus bertambah dengan signifikan.

 
#LockDownNasionalSerentak
#LockDownNasionalSerentakhttps://www.cnbcindonesia.com/news/20200327155007-4-147997/kasus-corona-terbanyak-jabodetabek-harus-lockdownÂ â€¦","Negative"
"Pemerintah harus melakukan upaya yang serius dalam menangani covid 19
Pemerintah jg harus bisa menjamin kebutuhan hidup rakyatnya, bisa memberi perlindungan kepada rakyatnya, Dan melengkapi kebutuhan kesehatan. 

#harussssssss
#janganbercandainiserius","Negative"
"Pemerintah gak serius nanggepin covid-19. Sama seperti yg dilakukan Italia awal2 penyebaran covid-19 lalu, dan sekarang gimana Italia. Indonesia mau niru Italia? Tinggal nunggu waktu kalo gini ceritanya.","Negative"
"Pemerintah didalm penanganan Pra Covid-19 di Indonesia dinilai sngat lmbat  didam menyikapi keadaan ,pencegahan  Covid-19 salah satunya adalah mengenai Peralatan test kit untuk Covid-18?bagaimanakah pemerintah kita mengambil sampel nya yang bukan hanya dari screen suhu tubuh saja","Negative"
"Pemerintah didalm penanganan Pra Covid-19 di Indonesia dinilai sngat lmbat  didam menyikapi keadaan ,pencegahan  Covid-19 salah satunya adalah mengenai Peralatan test kit untuk Covid-18?bagaimanakah pemerintah kita mengambil sampel nya yang bukan hanya dari screen suhu tubuh saja","Negative"
"pemerintah dan semua masyarakat yang sesumbar pas bilang COVID-19 nggak akan masuk ke Indonesia karena kalah sama masuk angin, endorse yutuber, tetap mengizinkan wisman masuk, etc etc, semoga semua dilindungi oleh Yang Maha Kuasa","Negative"
"Ngutang mulu yang di pentingin, Kami rakyat indonesia terancam virus ini akibat pemerintah slalu menyambut turisÂ² luar terutama China, padahal Covid_19 udh menyebar banyak di negara lain, dan pada akhir nya apa, indonesia jadi kena juga kan!!!!    Sangat tidak bijakkk!!!","Negative"
"Ngk mau santunin rakyat dampak corona
Ngk dukung sarana/alat medis yg memadai
Ngk boleh lockdown wilayah
Rkyat & Daerah berjuang masing2
Tapi minta narasi sanggup tanggani wabah & 
Mampu sembuhkan
Bijimane caranye?
Sembuh pake telor kodok?..
Atau plernye?.

#WeStandWithSaidDiduhttps://twitter.com/tempodotco/status/1246268184992182273Â â€¦","Negative"
"Nggak pake perhitungan itu artinya belum Ada persiapan dampak ekonomi sosial sdh langsung maen lockdown. Kl pake perhitungan itu buat dulu aturan main buat dulu kebijakan ekonomi untuk mengatasi efek sampingnya baru jalan lockdown.","Negative"
"Ngerti lockdown ora son? Dampak sosial.. di malay yNg makmur aja rusuh.. apalagi Indonesia..ente udah punya tabungan belom untuk selama lockdown ati2 ah teriak lockdown","Negative"
"Ngerinya lockdown gini. Kls menengah lockdown sebulan msh tahan. Kls bawah kyk mereka gini bakal kelaparan.

Menurut sy sih pusat bukannya gamau tp emg blm mampu hadapin dampaknya.
Gak cm dampak ekonomi tp jg dampak sosial, politik dll
Dilemma bgt emg krn resikonya tinggi. https://twitter.com/tribunnews/status/1241925546952413184Â â€¦","Negative"
"ngeliat makin tingginya yg terkena dampak, untuk sementara ini lockdown (beberapa kota) kayanya pilihan yg tepat si bang. seenggaknya biar ni virus ga makin meluas aja si, pulau jawa kena semua kan berabe","Negative"
"Ngeliat makin hari pemerintah makin nampak tidak serius terhadap pandemi covid-19 di Indonesia gini, jadi suudzon apa jangan-jangan beneran jalan keluar yang dipilih herd immunity 

Gimana ga suudzon, data kasus aja  dimainin sama pemerintah.","Negative"
"Negara yang hanya sedikit korban covid-19 nya saja sudah LOCKDOWN, kenapa pemerintah Indonesia belum ambil kebijakan seperti negara2 itu...????
Apalagi yang pemerintah tunggu?
Korbannya masih kurang?
#selamatkanindonesia #indonesialockdown","Negative"
"Negara kita gapunya duit kayaknya. Puluhan triliun abis buat kegiatan yang tidak penting para pimpinan negara. Awal COVID-19 merebak aja istana malah gelar ratas soal ekonomi. Hebat ya Pemerintah Indonesia? https://twitter.com/muchlis_ar/status/1239464730671996928Â â€¦","Negative"
"Negara ini adalah negara kesatuan investor. Pemerintah masih menghitung untubg rugi dalam segi ekonomi. Kalau ambil contoh di negara lain, ga usah jauh"" Malaysia bahkan sudah lockdown dari beberapa minggu yg lalu. Pemerintah masih menghitung dampak jika investor lari","Negative"
"Negara ini adalah negara kesatuan investor. Pemerintah masih menghitung untubg rugi dalam segi ekonomi. Kalau ambil contoh di negara lain, ga usah jauh"" Malaysia bahkan sudah lockdown dari beberapa minggu yg lalu. Pemerintah masih menghitung dampak jika investor lari","Negative"
"Nasib rakyat Indonesia harus bertarung menghadapi covid-19 . Ditambah kebutuhan pangan yang belum bisa terpenuhi , biaya pendidikan, dan PHK beberapa perusahaan Kepada karyawan . 
Ini bukan Pancasila ! 
Peran pemerintah kemana ? 

#SERUANMENDESAK
#BersatuLawanCovid19https://twitter.com/Muhammadasrul91/status/1249307399753621504Â â€¦","Negative"
"Nah... dampak dari LockDown bagi masyarakat yg rentan bisa diatasi bila pemerintah merangkul semua untuk bangun Jaring Pengaman Nasional https://twitter.com/geiszchalifah/status/1240841094541086720Â â€¦","Negative"
"Nah yg seperti ini yg harus lebih di perhatikan dan di utamakan APD nya  oleh pemerintah.jika sampai trjdi medis mogok utk tangani pasien covid-19 kita tdk bisa berbuat apa2 kami mohon kpd pemerintah, tolong perduli lah kpd rakyat indonesia.","Negative"
"Nah itu dia minim edukasi , dampak dan hasil dari sistem lockdown. Mungkin pemerintah bisa berkaca/belajar dari lockdown nya filipina yg perekonomian dan masyarakat nya gak beda jauh dengan disini.","Negative"
"MuterÂ² desa trus jalannya pada di tutup,pas di tanya kenapa di tutup, jwbnya bukan karna lockdown tetapi karna siaga banyak maling yang berkeliaran. 
Apakah ini dampak dari pembebasan napi ??","Negative"
"Memang sangat terlambat. Itu pun kalau ga dikecam Australia dan USA yang heran lihat nihilnya orang kena covid 19 di Indonesia padahal banyak penerbangan dari luar ke Indonesia. Bagaimana kalau Australia dan USA ga mengecam pemerintah Indonesia? Sampai menhub kena, telat panik","Negative"
"Melihat keadaan Indonesia yang semakin darurat covid-19 sangat ironis. Ingatkah? Disaat virus ini belum mewabah di Indonesia. Pemerintah memberikan diskon tiket pesawat yg gila2an. Hal yang sangat fatal dilakukan dikala dunia sedang tidak baik2.","Negative"
"Melihat fenomena-fenomena unik terkait dengan kekonyolan statement beberapa pemerintah serta keras kepalanya masyarakat Indonesia yang lebih memilih untuk pergi berlibur pasca covid-19, terkadang, sebagian manusia memang layak untuk mati demi melindungi sang bumi. Tak heran.","Negative"
"Melihat data perbandingan persentase mati dan sembuh pasien covid-19 di Indonesia saya agak pesimis dg efektifitas himbauan #PhysicalDistancing, kesiapan pemerintah termasuk dinas dan instansi terkait. Seperti tidak ada kekompakan dan SOP yg nyata dari atas ke bawah.","Negative"
"Melarang orang orang keluar rumah melarang berjualan meliburkan pekerjaan tapi tidak ada jaminan akan pangan dari pemerintah ditambah wacana pembebasan napi koruptor dengan asumsi membatasi penyebaran covid-19 pemerintah indonesia waras?","Negative"
"Mei aja dulu dipikir...skrg banyak yang kena dampak corona dipikir ..hotel,restouran mei nie tutup ..lockdown..gak punya penghasilan ...malah mikir akhir taun ..","Negative"
"Media Asing Hujat Pemerintah Indonesia dalam Antisipasi Covid-19: Lambat Ambil Tindakan Tegas.

Ada benarnya ini, coba bandingkan saat wabah flu burung ,saat itu pemerintah gesit dan sigap mencegah penyebaran flu tsb dan terbukti berhasil
 https://pekanbaru.tribunnews.com/2020/04/07/media-asing-hujat-pemerintah-indonesia-dalam-antisipasi-covid-19-lambat-ambil-tindakan-tegasÂ â€¦","Negative"
"Mbok yo tulong pusat kuwi dikandani rausah kakean mikir dampak soko lock down langsung kon sat set ae mergo yowes ketok moto dampake umpomo ora lock down","Negative"
"Mbak sekolah dimana sih? Masa bantuan sama ekspor gak bisa dibedain.. â€
Walaupun indonesia belum ada kasus covid-19, ttp harus waspada.. Bukti pemerintah menganggap enteng suatu masalah/kasus..
Harusnya belajar dari wabah2 sebelumnya seperti kasus flu burung, dll","Negative"
"Kurasa Indonesia alatnya blm memadai utk covid 19, intinya dri kemarin"" pemerintah terlalu gegabah memandang remeh kasus ini, pdhl seluruh dunia siaga 1","Negative"
"Kurang lebih sudah sebulan Indonesia terkena dampak COVID-19, dari sikap pemerintah dari awal yang meremehkan hingga kebijakan yang tak relevan yang di tetapkan. Dan sudah seharusnya evaluasi dan menerapkan kebijakan yang tepat tanpa melihat untung rugi.

#lockdowneffect","Negative"
"Kurang lebih sudah sebulan Indonesia terkena dampak COVID-19, dari sikap pemerintah dari awal yang meremehkan hingga kebijakan yang tak relevan yang di tetapkan. Dan sudah seharusnya evaluasi dan menerapkan kebijakan yang tepat tanpa melihat untung rugi.

#lockdowneffect","Negative"
"Krisis moneter dampak corona....???? Kuliah jurusan apaa...????? Ekonomi...????? 

Sebelum ada corona ekonomi indonesia udah ancuur... Setelah ada corona yaa makin ancur... 

Italia, prancis, dll. Lockdown tapi semua rakyatnya terjamin.. 
Indonesia...????","Negative"
"Komentar asbun ! Dsrnya apa blg gak manusiawi?Buktinya Wuhan  bs stop spreading Covid 19. Dan banyak negara lain memilih cara ini.Apa semua negara itu gak manusiawi? Jk pemerintah gak punya dana mensubsidi rakyat lapisan bwh yg terkena dampak lockdown, itu urusan lain.Ngaku aja https://twitter.com/republikaonline/status/1241997149010714625Â â€¦","Negative"
"Kok pertanyaan sih, itu jokowi nyuruh tolol, malah makin bikin penyakit nyebar gara2 perintah si jokowi buat wisata dan rapat di daerah, padahal ada laporan dari Belanda kalau pasien 0 covid-19 di Indonesia bulan januari,asli pemerintah paling parah pmbunuhan masal rakyat sndiri","Negative"
"Knapa diBANDARA pemerintah tidak berani tegas mengumumkan ""untuk sementara waktu Indonesia tidak menerima turis asing sampai aman covid-19"" ?
Kalau dr dlu dicegah kondisinya kaga bakalan seperti saat ini
knpa harus keluar pernyataan sperti ini ditempat ibadah kami??
cc @UyokBackpic.twitter.com/EMbTY0sC8i","Negative"
"kita sebagai masyarakat indonesia bingung !!! mau melawan covid 19 atau melawan kebijkan pemerintah yang ingin membebaskan napi koruptor atas dasar memutuskan penyebaran covid 19 ... kenapa sih setiap ada bencana selalu dikaitkan dengan politik ??? #TolakNapiKoruptorBebas #CORONA","Negative"
"Kita Ratusan Anggota KPPS meninggal dalam Bertugas Mulia, dan juga tidak sedikit pula Dr Petugas Medis Gugur dalam Bertugas.
Tapi sepertinya Bagi Pemerintah BiasaÂ² saja.
Malah ada yang mengatakan:
1. Covid-19 tidak tahan di indonesia
2. Virus Korona Tidak Akan masuk Indonesia. pic.twitter.com/Vl9LuX8Q9V","Negative"
"Kita bisa lihat ini semua akibat pemerintah pusat kurang tanggap dalam menanggapi virus covid-19 padahal WHO sudah warning Indonesia tapi tanggapan pejabat malah nyeleneh sok santuy apalagi si Terawan cuma cengengesan sama sekali tidak kompeten .","Negative"
"Kirain landai beneran, ternyata mau nyindir pemerintah. Berdasarkan data dri web https://aatishb.com/covidtrends/Â 
Indonesia keliatan blm bisa menangani penyebaran COVID-19. Tidak seperti grafik Tingkok dan Korsel yg sudah bisa menangani COVID-19 https://twitter.com/Anan63043674/status/1245489251426263040/photo/1pic.twitter.com/geVVQG4S02Â ","Negative"
"Kirain landai beneran, ternyata mau nyindir pemerintah. Berdasarkan data dri web https://aatishb.com/covidtrends/Â 
Indonesia keliatan blm bisa menangani penyebaran COVID-19. Tidak seperti grafik Tingkok dan Korsel yg sudah bisa menangani COVID-19 https://twitter.com/Anan63043674/status/1245489251426263040/photo/1pic.twitter.com/geVVQG4S02Â ","Negative"
"Ketika wuhan dn negara asia fokus nyegah penyebaran #Covid_19. Pemerintah indonesia jadikan covid as a jokes. Dn sibuk nyuksesin omnibulaw pesenan pemodal dn trus ngomongin investasi
#LockdownAtauMusnah #pentiltomorrowhttps://twitter.com/sempro__/status/1244265755866099713Â â€¦","Negative"
"Ketika pemerintah Jokowi Lambat mengatasi pandemi Covid 19 di indonesia, disini ada @PDemokrat  yg sll setia memikirkan & paling Trdepan Brgerak ke seluruh indonesia perang Melawan Corona membantu & Peduli thd Masyarakat,Smangat & Sehat sll Mas AHY pak SBY indonesia Butuh Kalian.","Negative"
"Ketidaktegasan pemerintah jadinya begini. Angka kematian 32 membuktikan kalau indonesia sama sekali belum siap untuk menangani covid-19. Padahal udh berapa bulan dari kejadian cina kena virus tapi gak disiapin daridulu malah nyiapin untuk hal2 yg gak penting.","Negative"
"Justru klompok itulah yg cinta NKRI, krna mereka cinta jadi mereka mngkritik kgagalan pemerintah dlm mencegah msuknya covid-19 ke Indonesia. Kelompok yg anda tuduh itu cinta NKRI bukan Cinta kekuasaan. Jangan ngaku cinta NKRI klw anda blm mampu membuktikan cinta anda untuk Nkri. https://twitter.com/TeddyGusnaidi/status/1241559500227657733Â â€¦","Negative"
"Justru akan lebih berbahaya kalo himbauan itu dari selebtwit. Ga ada tanggung jawab lanjutannya. Dampak dari self-isolation ini menyasar perekonomian orang-orang kecil.

Kalo emang dirasa perlu lockdown ya lockdown tapi benar-benar dipikir secara terukur. Termasuk penghidupannya.","Negative"
"jumlah penderita covid-19 di indonesia msh sedikit dibanding tetangga mungkin bkn karena yg sakit lbh sedikit tapi karena pemerintah ga mampu kasih akses yg murah & banyak buat mereka yg mau screening & jg khawatir rumah sakit smp titik dmn ga sanggup buat nampung mereka yg sakit","Negative"
"Jumlah dokter yg meninggal di Indonesia akibat Covid-19 melebihi kematian dokter di China....ngeri ! Pemerintah seolah itu bukan hal yg diperhatikan. https://twitter.com/cnbcindonesia/status/1245244457932320768Â â€¦","Negative"
"Jujur,saya sdh tdk percaya ma pemerintah sama sekali,dari awal merespin covid-19 ini pemerintah saja malah kasih diskon harga pesawat turun buat pariwisata,indonesia kebal korona,korona hanya flu biasa,dan simiskin melunarkan kepd sikaya.semua omong kosong","Negative"
"Ini gak mungkin 2 hari gak makan,  bisa jadi lebih dr 2 hari,  karna dampak korona dan lockdown mandiri sudah dari sebulan yg lalu. 

Berani gak pemda nya otopsi dan audit masalag sosial begini?!","Negative"
"Ini gak ada yang mau bantu pemerintah Indonesia nanganin Covid-19, gitu? Jual alat test atau tenaga medisnya ngajarin gitu?

Oh iya, lupa. Pemerintah Indonesia kan pada pinter, bijak, dan pokoknya ""cara gue paling bener"". Supaya gak pada panik, iya kan pak?","Negative"
"Ini fakta yang tak bisa dibantah. Pemerintah lebih peduli kepada Rakyat China sumber Covid-19 membiarkan mereka masuk Indonesia.","Negative"
"Ini dugaan saya loh, dengan lambatnya pemerintah melakukan tes masal, maka borok Covid 19 di Indonesia dapat diminimalisir oleh pemerintah, karena fakta yg ada, rakyat yg positif tapi belum di tes udah meninggal, jadi mereka TDK masuk data ... itulah yg terjadi https://twitter.com/tempodotco/status/1245995556322729985Â â€¦","Negative"
"Ini dampak pusat gak ada perencanaan dan gak punya Wibawa lg, Lockdown yg benar itu utk saat ini Nasional, kalau lockdown cuma daerah akan sia2x dan mubajir https://twitter.com/jusdalle/status/1244916838024335361Â â€¦","Negative"
"Ini dampak dari ketidak beranian pemerintahan pusat mengabil kebijakan lockdown total , lockdown hanya di terapkan oleh sebgaian daerah saja yg pemimpinnya tidak mau ambil resiko !!! Apakah pemerintah pusat lebih mementingkan standar ekonomi ketimbang standar kesehatan rakyatnya?","Negative"
"Hanya pemerintah Indonesia yang pake istilah ga jelas dalam penanganan COVID-19
Bahkan di amerika sendiri seruannya:
""stay at home if you're sick"" (dirumah kalau sakit)
""Mind your distance with other"" (jaga jarak sama orang lain)
""Wash your hand"" (cuci tangan)","Negative"
"Hanya di Indonesia,  penanganan wabah covid_19 / corona dengan cara melepaakan puluhan ribu nara pidana..  Mantul... Love you pemerintah","Negative"
"Hampir 10% dari jumlah kasus di Indonesia yg terkena Covid 19 meninggal dunia sampai dengan hari ini. Gw gak liat langkah strategis pemerintah yang frontal... #Indonesia #Corona #Covid_19 #COVID19indonesia","Negative"
"Halo Relawan, Jokowi garis keras, silakan baca:
Indonesia menempati posisi terburuk dalam indeks persepsi kecukupan pemerintah dalam penanganan virus Corona (COVID-19) dibanding negara-negara tetangga.","Negative"
"Halah...bisa apa lu @kemendagri ??
Bilang aja gak sanggup, makanya klian lemparkan bolanya di daerah. Kalo kepala daerah mau lockdown ya silakan tapi dampak ekonomi dll ditanggung sendiri. Gitu....payah","Negative"
"Hahha salah tempat tuh....lihat deh di lapangan ..sebagian besar rakyat indonesia msh tenang dan santai...dan sangat percaya sama kebijakan pemerintah..ttg penanganan covid-19","Negative"
"Hadeeuhhh... satu lagi seniman, eh selebriti Indonesia yang bela ketidakcakapan rezim ruwaibidhah Joko dalam perang lawan Pandemi Virus Wuhan aka COVID-19 di Indonesia. 
Selalu ada cara untuk membela Yang Mulia Paduka~ 
Kewajiban pemerintah pusat dibebankan pada rakyat via donasi https://twitter.com/MAIAsangJUARA/status/1247440645167300610Â â€¦","Negative"
"Gw yg kalo gabut selalu overthink: 
Liat di twitter ada yg bilang full lockdown itu banyak dampak buruknya kali, kalo itu emang langkah terbaik pasti sudah dilakukan sama pemerintah. 

Apa ya dampak buruknya? Kehilangan nyawa karena corona kan dampaknya irreversible?","Negative"
"Dimasa krisis mana pun memang hnya ada satu institusi yang tdk pernah mau rugi, bahkan jika rugi pun kadang dibailout oleh pemerintah, institusi tsb adalah PERBANKAN. Dimasa COVID-19 melalui relaksasi justru jadikn total utang debitur makin besar @ojkindonesia @bank_indonesia","Negative"
"Dilematisnya adalah kebijakan tanpa antisipasi dampak, Indonesia belum sekuat itu perekonomiannya untuk menopang kebijakan 'social distancing' apalagi lockdown. Buat kebutuhan sehari-hari tanpa issue corona aja kita ngutang. *sorry opini sarkas.","Negative"
"Dia menilai semua itu tidak akan terjadi andai pemimpin negeri sigap dari awal dan tidak bebal. Pemerintah yang menanggap remeh Covid-19 menjadi awal malapetaka bagi Indonesia.
Simak  selengkapnya goeys... https://www.demokrasi.co.id/2020/04/gerindra-pemimpin-sudah-lalai-sekarang.html?m=1Â â€¦","Negative"
"Dia masih cebong, lihat arah opini yg dia buat â€œkarantina wilayahâ€ yg jelas gak di tujukan ke pemerintahan pusat dan pimpinan daerah yg jadi tumbal. Opini2 yg merka buat ini utk mengamankan pempus agar tak kena getah dan gak keluar duit dari dampak lockdown perwilayah.","Negative"
"Di sepelekan pada awalnya, merasa Indonesia bebas covid-19 dan pemerintah ga siap menghadapinya. Ga heran kalo penyrbaran secepat ini.","Negative"
"",""
"",""
"",""
